content_id,title,description,subject,level,content_duration,language
769270,Beginner Step by Step Keharwa Theka Tabla Course,Beginner Step by Step Keharwa Theka Tabla Course,Musical Instruments,Beginner Level,0.6666666666666666,en
51752,Just chords Piano: Learn to Play Piano Quickly - No Music,Just chords Piano: Learn to Play Piano Quickly - No Music,Musical Instruments,Beginner Level,5.0,en
17922,Play Ukulele Now,Play Ukulele Now,Musical Instruments,All Levels,5.0,en
112314,Acoustic Blues Guitar Lessons,Acoustic Blues Guitar Lessons,Musical Instruments,Intermediate Level,12.5,en
656364,Piano Runs & Fills #1: Play Dreamy Whole Tone Scale Runs,Piano Runs & Fills #1: Play Dreamy Whole Tone Scale Runs,Musical Instruments,All Levels,1.0,en
105350,Play Piano Today - Easy Festive Favorites & Piano Party Hits,Play Piano Today - Easy Festive Favorites & Piano Party Hits,Musical Instruments,All Levels,4.0,en
606494,The 80/20 Beginner Guitar Course,The 80/20 Beginner Guitar Course,Musical Instruments,Beginner Level,3.0,en
1217408,Drums for Beginners,Drums for Beginners,Musical Instruments,Beginner Level,3.0,en
1037868,Digital Pianist Course-Learn Piano & Keyboard Fast & Easy,Digital Pianist Course-Learn Piano & Keyboard Fast & Easy,Musical Instruments,Beginner Level,3.0,en
1008098,Learn to play guitar and sing at the same time,Learn to play guitar and sing at the same time,Musical Instruments,Beginner Level,1.0,en
650836,Introduction to Ukulele 1,Introduction to Ukulele 1,Musical Instruments,Beginner Level,1.0,en
504168,Learn Flute FAST!,Learn Flute FAST!,Musical Instruments,Beginner Level,4.0,en
761584,Guitar Lessons - Soloing With Arpeggios - Essential Guide ,Guitar Lessons - Soloing With Arpeggios - Essential Guide ,Musical Instruments,Intermediate Level,5.0,en
743884,Piano With Willie: Blues n' Boogie Vol. 3,Piano With Willie: Blues n' Boogie Vol. 3,Musical Instruments,Intermediate Level,2.5,en
583224,Instant Harmonica - play The Kesh (pt 1) it's easy and fun!,Instant Harmonica - play The Kesh (pt 1) it's easy and fun!,Musical Instruments,All Levels,0.5833333333333334,en
725906,Piano Lessons For Beginners: Learn Piano Quickly And Easily,Piano Lessons For Beginners: Learn Piano Quickly And Easily,Musical Instruments,Beginner Level,3.0,en
1146368,The Easy Beginner Drum Course,The Easy Beginner Drum Course,Musical Instruments,Beginner Level,0.5,en
589248,Instant Harmonica - play Somewhere Over the Rainbow now!,Instant Harmonica - play Somewhere Over the Rainbow now!,Musical Instruments,Beginner Level,1.0,en
584468,Instant Harmonica - play The Kesh (part 2) - easy and fun!,Instant Harmonica - play The Kesh (part 2) - easy and fun!,Musical Instruments,Beginner Level,0.5833333333333334,en
807934,The 80/20 Guitar: Write Music and Play Guitar in 30 Days,The 80/20 Guitar: Write Music and Play Guitar in 30 Days,Musical Instruments,All Levels,3.5,en
532572,Ukulele 2 : Level 1 KEY OF C AND STRUMS,Ukulele 2 : Level 1 KEY OF C AND STRUMS,Musical Instruments,Beginner Level,1.0,en
53277,Guitar for Music Educators: Learning How to Teach Guitar,Guitar for Music Educators: Learning How to Teach Guitar,Musical Instruments,Beginner Level,1.5,en
670376,Piano Tutorial : Ludovico Einaudi - Una Mattina,Piano Tutorial : Ludovico Einaudi - Una Mattina,Musical Instruments,All Levels,0.7333333333333333,en
1149202,Guitar Solo - Theory and Improvisation Lessons,Guitar Solo - Theory and Improvisation Lessons,Musical Instruments,Intermediate Level,1.5,en
802040,Bluegrass Guitar Essentials: Webisodes 3 & 4,Bluegrass Guitar Essentials: Webisodes 3 & 4,Musical Instruments,Intermediate Level,2.0,en
789820,Instant Harmonica - play Christmas + Birthday songs now!,Instant Harmonica - play Christmas + Birthday songs now!,Musical Instruments,All Levels,1.5,en
806640,Blues Master - Advanced Techniques Piano Course,Blues Master - Advanced Techniques Piano Course,Musical Instruments,All Levels,1.0,en
802038,Bluegrass Guitar Essentials: Webisodes 5 & 6,Bluegrass Guitar Essentials: Webisodes 5 & 6,Musical Instruments,Intermediate Level,3.0,en
818838,Trombone Lessons For Beginners,Trombone Lessons For Beginners,Musical Instruments,Beginner Level,3.0,en
269832,Rhythm to Rock Drum Lesson 6,Rhythm to Rock Drum Lesson 6,Musical Instruments,Beginner Level,1.5,en
759130,Flute Pro Series - You're about to love practicing the flute,Flute Pro Series - You're about to love practicing the flute,Musical Instruments,All Levels,6.5,en
556076,How To Play Guitar - Everything You Need To Know To Start,How To Play Guitar - Everything You Need To Know To Start,Musical Instruments,Beginner Level,1.0,en
824020,Trombone Pro Series - Fall in love with the Trombone,Trombone Pro Series - Fall in love with the Trombone,Musical Instruments,All Levels,7.0,en
1223570,Learn How To Play 25 Classic Hip Hop Songs Ch.2,Learn How To Play 25 Classic Hip Hop Songs Ch.2,Musical Instruments,All Levels,3.5,en
139792,Learn to play tunes by ear on harmonica - no written music,Learn to play tunes by ear on harmonica - no written music,Musical Instruments,Intermediate Level,2.0,en
482334,Fingerpicking for Guitar,Fingerpicking for Guitar,Musical Instruments,All Levels,3.0,en
602812,"Music Theory, Guitar and Ear Training","Music Theory, Guitar and Ear Training",Musical Instruments,Beginner Level,3.0,en
1036400,"Piano Unbound. Piano learning method, a course for beginners","Piano Unbound. Piano learning method, a course for beginners",Musical Instruments,All Levels,2.5,en
866528,Advanced Trombone Studies - Learn to Master the Trombone!,Advanced Trombone Studies - Learn to Master the Trombone!,Musical Instruments,All Levels,8.0,en
471352,"Euphonium Solos: Learn to Perform Three Fun, Unique Pieces!","Euphonium Solos: Learn to Perform Three Fun, Unique Pieces!",Musical Instruments,All Levels,2.5,en
744080,Piano With Willie: Tritones & Phat Chords,Piano With Willie: Tritones & Phat Chords,Musical Instruments,Intermediate Level,2.0,en
620372,Piano for Kids: Developing Your Child's Creative Abilities,Piano for Kids: Developing Your Child's Creative Abilities,Musical Instruments,Beginner Level,4.0,en
214418,Piano Lessons For The Hip Hop Fan,Piano Lessons For The Hip Hop Fan,Musical Instruments,Intermediate Level,5.5,en
619856,French Horn Solos: Learn how to Perform Three Fun Pieces!,French Horn Solos: Learn how to Perform Three Fun Pieces!,Musical Instruments,All Levels,3.0,en
839028,Bluegrass Guitar Essentials: Webisodes 9 & 10,Bluegrass Guitar Essentials: Webisodes 9 & 10,Musical Instruments,Intermediate Level,2.0,en
771880,Clarinet Lessons For Beginners,Clarinet Lessons For Beginners,Musical Instruments,Beginner Level,3.0,en
228268,Play music on Harmonica using 8 notes - learn easy tunes!,Play music on Harmonica using 8 notes - learn easy tunes!,Musical Instruments,Beginner Level,1.0,en
944550,Learn Piano Online-A Quiet Solace Piano Solo,Learn Piano Online-A Quiet Solace Piano Solo,Musical Instruments,Intermediate Level,1.0,en
839026,Bluegrass Guitar Essentials: Webisodes 7 & 8,Bluegrass Guitar Essentials: Webisodes 7 & 8,Musical Instruments,Intermediate Level,2.0,en
838320,The Art of the Blues Shuffle - A Guitarist's Guide,The Art of the Blues Shuffle - A Guitarist's Guide,Musical Instruments,Intermediate Level,1.5,en
838896,Learn Piano Online-Ambiance Piano Solo,Learn Piano Online-Ambiance Piano Solo,Musical Instruments,Intermediate Level,1.0,en
812602,Piano Lessons For Beginners,Piano Lessons For Beginners,Musical Instruments,Beginner Level,4.0,en
190906,The Theory & Practice of Modes on the Guitar,The Theory & Practice of Modes on the Guitar,Musical Instruments,Intermediate Level,1.5,en
1124590,Learn How To Play The Trumpet,Learn How To Play The Trumpet,Musical Instruments,All Levels,1.5,en
917176,Violin for Beginners,Violin for Beginners,Musical Instruments,Beginner Level,0.7333333333333333,en
647884,Beginner Acoustic Guitar Lessons,Beginner Acoustic Guitar Lessons,Musical Instruments,Beginner Level,1.0,en
646918,Aprendiendo Piano: Tocando piezas populares Vol.I,Aprendiendo Piano: Tocando piezas populares Vol.I,Musical Instruments,Beginner Level,3.5,en
1216752,Curso de Bateria - Explorando Diferentes Divisões,Curso de Bateria - Explorando Diferentes Divisões,Musical Instruments,Intermediate Level,2.0,en
1193536,Escalas Pentatónicas para guitarristas,Escalas Pentatónicas para guitarristas,Musical Instruments,All Levels,0.6,en
430962,Brass Master Class,Brass Master Class,Musical Instruments,All Levels,2.0,en
631480,Enseñando música: mejora tus clases de instrumento ,Enseñando música: mejora tus clases de instrumento ,Musical Instruments,Beginner Level,1.5,en
970462,Ukelele exprés: aprende a tocar en menos de un mes,Ukelele exprés: aprende a tocar en menos de un mes,Musical Instruments,Beginner Level,1.5,en
852426,Curso de Guitarra para Principiantes,Curso de Guitarra para Principiantes,Musical Instruments,Beginner Level,3.0,en
430992,Mundharmonika spielen - mein schönstes Hobby,Mundharmonika spielen - mein schönstes Hobby,Musical Instruments,Beginner Level,2.5,en
733922,Aprende el acordeón de oído y con técnica –Nivel Intermedio–,Aprende el acordeón de oído y con técnica –Nivel Intermedio–,Musical Instruments,Intermediate Level,4.5,en
608436,Présentation du Banjo Ténor,Présentation du Banjo Ténor,Musical Instruments,Beginner Level,1.5,en
217628,Aprende a tocar el acordeón de botones,Aprende a tocar el acordeón de botones,Musical Instruments,All Levels,3.5,en
631444,Aprendiendo piano: Lectura de piezas clásicas Vol.I,Aprendiendo piano: Lectura de piezas clásicas Vol.I,Musical Instruments,Beginner Level,1.5,en
935900,Pedais de efeito para Contrabaixo,Pedais de efeito para Contrabaixo,Musical Instruments,All Levels,2.5,en
713492,Mantenimiento y octavación para guitarras eléctricas,Mantenimiento y octavación para guitarras eléctricas,Musical Instruments,All Levels,1.0,en
218540,Aprende a tocar el violín desde cero,Aprende a tocar el violín desde cero,Musical Instruments,All Levels,2.5,en
211780,Aprende a tocar el teclado como los expertos,Aprende a tocar el teclado como los expertos,Musical Instruments,All Levels,2.5,en
217320,Aprende a tocar el saxofón como siempre has querido,Aprende a tocar el saxofón como siempre has querido,Musical Instruments,All Levels,3.5,en
387064,Guitarra para principiantes,Guitarra para principiantes,Musical Instruments,Beginner Level,2.0,en
219756,Aprende a tocar flauta transversal sin complicaciones,Aprende a tocar flauta transversal sin complicaciones,Musical Instruments,All Levels,3.0,en
1243162,Aprende a tocar las escalas en el acordeón de botones.,Aprende a tocar las escalas en el acordeón de botones.,Musical Instruments,Beginner Level,1.0,en
1174974,Curso de Violão Prático,Curso de Violão Prático,Musical Instruments,Beginner Level,1.5,en
214828,"Aprende a tocar percusiones: congas, bongós, maracas y más","Aprende a tocar percusiones: congas, bongós, maracas y más",Musical Instruments,All Levels,3.5,en
430994,Gitarre spielen - mein schönstes Hobby,Gitarre spielen - mein schönstes Hobby,Musical Instruments,Beginner Level,2.0,en
207408,Aprende a tocar la guitarra acústica como un profesional,Aprende a tocar la guitarra acústica como un profesional,Musical Instruments,All Levels,3.0,en
445118,Guitar Lesson - Five Steps to Learn Barre Chords,Guitar Lesson - Five Steps to Learn Barre Chords,Musical Instruments,All Levels,0.55,en
146852,"Easy Piano Basics™ - Learn Piano, No Prior Experience Needed","Easy Piano Basics™ - Learn Piano, No Prior Experience Needed",Musical Instruments,All Levels,1.5,en
147754,Guitar Technique Mastery: The Ultimate Chop Building Workout,Guitar Technique Mastery: The Ultimate Chop Building Workout,Musical Instruments,All Levels,1.5,en
131512,Inside Drum Technique,Inside Drum Technique,Musical Instruments,All Levels,2.0,en
140168,"Learn to Play Tarrega, Bach, and Sor on Classical Guitar","Learn to Play Tarrega, Bach, and Sor on Classical Guitar",Musical Instruments,Intermediate Level,4.0,en
510098,Create Beautiful Music On The Piano Like a Pro In Minutes,Create Beautiful Music On The Piano Like a Pro In Minutes,Musical Instruments,All Levels,1.5,en
561774,Instant Harmonica - play the great Irish tune Molly Malone!,Instant Harmonica - play the great Irish tune Molly Malone!,Musical Instruments,Beginner Level,1.0,en
1102396,Instant Harmonica - play 'Can't Help Falling in Love' now!,Instant Harmonica - play 'Can't Help Falling in Love' now!,Musical Instruments,All Levels,1.0,en
1173716,Arpeggios for Guitar made Easy! Dominate the Fretboard,Arpeggios for Guitar made Easy! Dominate the Fretboard,Musical Instruments,All Levels,3.0,en
761938,Guitar Lessons - The Modal System - Modes Essentials,Guitar Lessons - The Modal System - Modes Essentials,Musical Instruments,All Levels,2.0,en
374566,Learn to Play Percussion: Beginner to Pro made the Easy Way!,Learn to Play Percussion: Beginner to Pro made the Easy Way!,Musical Instruments,All Levels,6.0,en
182940,Modern Piano Lessons For Beginners,Modern Piano Lessons For Beginners,Musical Instruments,Beginner Level,5.0,en
1003250,World Percussion: Complete Lessons for Everyone,World Percussion: Complete Lessons for Everyone,Musical Instruments,All Levels,4.0,en
1190448,Learn Lion (Saroo) Soundtrack On The Piano By Ear,Learn Lion (Saroo) Soundtrack On The Piano By Ear,Musical Instruments,All Levels,0.5333333333333333,en
647276,Acoustic Blues Guitar Lessons,Acoustic Blues Guitar Lessons,Musical Instruments,Intermediate Level,4.5,en
26648,Play Guitar and Understand Music Quick & Easy in 28 Days!,Play Guitar and Understand Music Quick & Easy in 28 Days!,Musical Instruments,All Levels,9.5,en
264396,Learn How to Play the Violin - Violin Basics,Learn How to Play the Violin - Violin Basics,Musical Instruments,Beginner Level,0.5333333333333333,en
153230,Swing Low - The 101 Authentic Nashville Piano Style Course,Swing Low - The 101 Authentic Nashville Piano Style Course,Musical Instruments,All Levels,1.0,en
601230,Guitar:Play 5 Easy Christmas Chord Progressions On Guitar,Guitar:Play 5 Easy Christmas Chord Progressions On Guitar,Musical Instruments,Beginner Level,1.0,en
326310,Get Piano Skills TODAY!!! ,Get Piano Skills TODAY!!! ,Musical Instruments,All Levels,3.5,en
398522,Learn the Violin - Scales and Fundamentals,Learn the Violin - Scales and Fundamentals,Musical Instruments,Beginner Level,3.0,en
773144,Piano With Willie Building Technique with Scales Vol. 2,Piano With Willie Building Technique with Scales Vol. 2,Musical Instruments,All Levels,1.5,en
324226,Master Flute Playing: Intermediate Instruction Made Simple!,Master Flute Playing: Intermediate Instruction Made Simple!,Musical Instruments,Intermediate Level,6.0,en
888668,How to Sing and Play the Guitar (at the same time),How to Sing and Play the Guitar (at the same time),Musical Instruments,Beginner Level,1.5,en
301686,"Super Beginner Guitar - start right, start awesome","Super Beginner Guitar - start right, start awesome",Musical Instruments,Beginner Level,2.0,en
151027,"Introduction to Guitar 'A Course for Beginners"",https://www.udemy.com/introduction-to-guitar/,true,25,163,11,56,Beginner Level,2.5 hours,2014-10-30T15:59:39Z
650804,Guitar  Master Class Learning How to Play Guitar from A to Z""","Introduction to Guitar 'A Course for Beginners"",https://www.udemy.com/introduction-to-guitar/,true,25,163,11,56,Beginner Level,2.5 hours,2014-10-30T15:59:39Z
650804,Guitar  Master Class Learning How to Play Guitar from A to Z""",Musical Instruments,All Levels,4.0,en
269830,Rhythm to Rock Drum Lesson 5,Rhythm to Rock Drum Lesson 5,Musical Instruments,Beginner Level,1.0,en
315812,Gibson's Learn & Master Guitar,Gibson's Learn & Master Guitar,Musical Instruments,All Levels,38.0,en
373636,Master the Trombone: Intermediate Instruction Made Simple!,Master the Trombone: Intermediate Instruction Made Simple!,Musical Instruments,All Levels,9.0,en
1113170,Walking Bass Fundamentals,Walking Bass Fundamentals,Musical Instruments,All Levels,2.0,en
336446,Circular Breathing for musicians - practical skills,Circular Breathing for musicians - practical skills,Musical Instruments,All Levels,1.5,en
455676,Electric Bass for Busy Beginners Course 1,Electric Bass for Busy Beginners Course 1,Musical Instruments,All Levels,1.5,en
200108,Guitar for Absolute Beginners (Class 1),Guitar for Absolute Beginners (Class 1),Musical Instruments,Beginner Level,1.5,en
198660,Tenor Banjo for Absolute Beginners,Tenor Banjo for Absolute Beginners,Musical Instruments,Beginner Level,0.6166666666666667,en
763100,Guitar Lessons - 50 Essential Fast Legato Licks,Guitar Lessons - 50 Essential Fast Legato Licks,Musical Instruments,Intermediate Level,3.0,en
922828,Aprenda a tocar Pandeiro - Curso Iniciante - Samba/Choro,Aprenda a tocar Pandeiro - Curso Iniciante - Samba/Choro,Musical Instruments,Beginner Level,2.0,en
32033,Aprende batería con el nuevo método IDT,Aprende batería con el nuevo método IDT,Musical Instruments,All Levels,2.0,en
286070,5 lecciones que todo guitarrista debe tomar,5 lecciones que todo guitarrista debe tomar,Musical Instruments,Beginner Level,1.0,en
55569,Los 7 Acordes para Tocarlo Todo en un fin de semana,Los 7 Acordes para Tocarlo Todo en un fin de semana,Musical Instruments,Beginner Level,2.0,en
725566,Curso de Violão Popular,Curso de Violão Popular,Musical Instruments,Beginner Level,6.0,en
829616,Aprendiendo Piano: Ejercicios de calentamiento,Aprendiendo Piano: Ejercicios de calentamiento,Musical Instruments,Beginner Level,0.55,en
888852,Aprendiendo piano: Lectura de piezas clásicas Vol.II,Aprendiendo piano: Lectura de piezas clásicas Vol.II,Musical Instruments,Beginner Level,1.5,en
286898,"Aprende a tocar el Acordeón 'de oído y con técnica"",https://www.udemy.com/aprende-a-tocar-el-acordeon-de-oido-y-con-tecnica/,true,25,93,21,34,Beginner Level,4 hours,2014-09-16T19:51:45Z
263432,Aprende los Secretos de la Armónica con HARP&SOUL""","Aprende a tocar el Acordeón 'de oído y con técnica"",https://www.udemy.com/aprende-a-tocar-el-acordeon-de-oido-y-con-tecnica/,true,25,93,21,34,Beginner Level,4 hours,2014-09-16T19:51:45Z
263432,Aprende los Secretos de la Armónica con HARP&SOUL""",Musical Instruments,All Levels,2.5,en
375830,Guitarra Desde Cero - PARTE 1,Guitarra Desde Cero - PARTE 1,Musical Instruments,Beginner Level,7.0,en
207440,Super-Curso de Guitarra Práctico Para Principiantes,Super-Curso de Guitarra Práctico Para Principiantes,Musical Instruments,Beginner Level,10.5,en
1042382,Explosão Pentatônica,Explosão Pentatônica,Musical Instruments,All Levels,1.5,en
1114722,Complete Beginners Introduction to Guitar,Complete Beginners Introduction to Guitar,Musical Instruments,Beginner Level,1.5,en
1102436,Learn 10 Scottish Tunes Piano Easy Level,Learn 10 Scottish Tunes Piano Easy Level,Musical Instruments,Beginner Level,3.5,en
644820,Fingerpicking Fundamentals,Fingerpicking Fundamentals,Musical Instruments,Beginner Level,1.5,en
131562,Piano With A Pro,Piano With A Pro,Musical Instruments,All Levels,2.5,en
628606,Piano Lessons for Beginners: Play the Piano AND Read Music!,Piano Lessons for Beginners: Play the Piano AND Read Music!,Musical Instruments,Beginner Level,4.0,en
459888,Master the Tuba - Intermediate Instruction Made Simple!,Master the Tuba - Intermediate Instruction Made Simple!,Musical Instruments,Intermediate Level,8.5,en
1141614,The Fun and Effective Piano Course,The Fun and Effective Piano Course,Musical Instruments,All Levels,3.5,en
605074,Advanced Flute Studies - Learn to Master the Flute!​,Advanced Flute Studies - Learn to Master the Flute!​,Musical Instruments,All Levels,5.0,en
749616,Alternate Picking Speed & Accuracy,Alternate Picking Speed & Accuracy,Musical Instruments,All Levels,3.5,en
470482,"Master the Euphonium with Simple, Intermediate Instruction!","Master the Euphonium with Simple, Intermediate Instruction!",Musical Instruments,Intermediate Level,8.0,en
344348,Master the Clarinet: Intermediate Instruction Made Simple!,Master the Clarinet: Intermediate Instruction Made Simple!,Musical Instruments,All Levels,7.0,en
373556,Advanced Clarinet Studies - Learn to Master the Clarinet!,Advanced Clarinet Studies - Learn to Master the Clarinet!,Musical Instruments,All Levels,4.5,en
214794,Aprende a tocar ritmo pop en el piano y teclado,Aprende a tocar ritmo pop en el piano y teclado,Musical Instruments,All Levels,0.7166666666666667,en
782458,Aprendiendo Piano: Tocando piezas populares Vol.II,Aprendiendo Piano: Tocando piezas populares Vol.II,Musical Instruments,Beginner Level,1.5,en
823494,Comment jouer du Pianoforte,Comment jouer du Pianoforte,Musical Instruments,All Levels,3.0,en
212492,Aprende a tocar blues en el piano y teclado,Aprende a tocar blues en el piano y teclado,Musical Instruments,All Levels,2.5,en
961774,ABC DO VIOLÃO E GUITARRA,ABC DO VIOLÃO E GUITARRA,Musical Instruments,Beginner Level,2.5,en
1261210,Suonare la Chitarra,Suonare la Chitarra,Musical Instruments,All Levels,1.0,en
211052,Aprende todos los secretos de la guitarra flamenca,Aprende todos los secretos de la guitarra flamenca,Musical Instruments,All Levels,3.5,en
597868,こどもギターレッスン　リトルギタリストⅠ,こどもギターレッスン　リトルギタリストⅠ,Musical Instruments,Beginner Level,3.0,en
218658,Aprende cómo tocar el Bajo Sexto,Aprende cómo tocar el Bajo Sexto,Musical Instruments,All Levels,3.0,en
1048182,Coach Guitar - Apprendre la GUITARE facile avec des COULEURS,Coach Guitar - Apprendre la GUITARE facile avec des COULEURS,Musical Instruments,All Levels,3.5,en
758216,Sistema Completo De Guitarra Rítmica Para Principiantes,Sistema Completo De Guitarra Rítmica Para Principiantes,Musical Instruments,Beginner Level,6.0,en
1144780,Curso de batería online de Patricio Iglesias (Santa Sabina),Curso de batería online de Patricio Iglesias (Santa Sabina),Musical Instruments,Intermediate Level,4.0,en
628798,"Learn Piano with Beyer, 15 Minutes Challenge","Learn Piano with Beyer, 15 Minutes Challenge",Musical Instruments,All Levels,3.0,en
398224,"Classical Guitar Master Class: 'Alman  ""","Classical Guitar Master Class: 'Alman  """,Musical Instruments,Intermediate Level,2.0,en
147174,Blues Accelerator - 21 Days to Blues Guitar Mastery,Blues Accelerator - 21 Days to Blues Guitar Mastery,Musical Instruments,Beginner Level,7.0,en
799912,Alto Saxophone Lessons For Beginners,Alto Saxophone Lessons For Beginners,Musical Instruments,Beginner Level,3.0,en
655958,Instant Harmonica - Christmas; play Jingle Bells part 2 now!,Instant Harmonica - Christmas; play Jingle Bells part 2 now!,Musical Instruments,All Levels,0.7333333333333333,en
744034,Piano With Willie: Jazz & Gospel Exercises,Piano With Willie: Jazz & Gospel Exercises,Musical Instruments,Intermediate Level,2.0,en
139790,Bending the blue notes to give you killer sound on harmonica,Bending the blue notes to give you killer sound on harmonica,Musical Instruments,Intermediate Level,2.0,en
288854,"Beginner's Guitar: Tuning, Strumming, and Chords!","Beginner's Guitar: Tuning, Strumming, and Chords!",Musical Instruments,Beginner Level,0.6166666666666667,en
588264,Instant Harmonica - play The Lion Sleeps Tonight - today!,Instant Harmonica - play The Lion Sleeps Tonight - today!,Musical Instruments,Beginner Level,1.0,en
773156,Piano With Willie Building Technique with Scales Vol. 3,Piano With Willie Building Technique with Scales Vol. 3,Musical Instruments,All Levels,1.5,en
931152,Instant Bodhran - part two; learning further drumming skills,Instant Bodhran - part two; learning further drumming skills,Musical Instruments,Beginner Level,1.0,en
21080,Guitar Essentials,Guitar Essentials,Musical Instruments,Beginner Level,1.5,en
151120,Rhythm to Rock Drum Lessons,Rhythm to Rock Drum Lessons,Musical Instruments,Beginner Level,1.0,en
1236576,Learn to play and improve 12 bar blues harmonica solos,Learn to play and improve 12 bar blues harmonica solos,Musical Instruments,Beginner Level,1.0,en
139784,Learn to improvise on your harmonica - in nice easy steps,Learn to improvise on your harmonica - in nice easy steps,Musical Instruments,Beginner Level,2.0,en
486412,Learning Electric Guitar for Absolute Beginners,Learning Electric Guitar for Absolute Beginners,Musical Instruments,Beginner Level,1.5,en
459468,Advanced Bassoon Studies - Learn to Master the Bassoon!​,Advanced Bassoon Studies - Learn to Master the Bassoon!​,Musical Instruments,All Levels,6.5,en
663696,Blues Guitar Lessons: Play Like the Greats - All Levels,Blues Guitar Lessons: Play Like the Greats - All Levels,Musical Instruments,All Levels,2.5,en
933812,Instant Harmonica - play Whiskey in the Jar + Molly Malone!,Instant Harmonica - play Whiskey in the Jar + Molly Malone!,Musical Instruments,All Levels,2.0,en
149602,Learn To Play Trumpet Fast Using The Passive Trumpet Tutor,Learn To Play Trumpet Fast Using The Passive Trumpet Tutor,Musical Instruments,All Levels,1.5,en
277770,Electric Bass Right From The Start,Electric Bass Right From The Start,Musical Instruments,Beginner Level,0.6666666666666666,en
552606,Beginner Guitar Essentials,Beginner Guitar Essentials,Musical Instruments,Beginner Level,4.5,en
459926,Advanced Tuba Studies - Become a Master of the Tuba!​,Advanced Tuba Studies - Become a Master of the Tuba!​,Musical Instruments,All Levels,5.0,en
1040596,'Greensleeves' Creative Piano Lessons Course,'Greensleeves' Creative Piano Lessons Course,Musical Instruments,All Levels,2.0,en
266004,Rhythm to Rock Drum Lesson 4,Rhythm to Rock Drum Lesson 4,Musical Instruments,Beginner Level,1.5,en
720072,Hands On Guitar: Beyond Beginner,Hands On Guitar: Beyond Beginner,Musical Instruments,Beginner Level,3.0,en
1046768,Instant harmonica - play Auld Lang Syne the neet (tonight)!,Instant harmonica - play Auld Lang Syne the neet (tonight)!,Musical Instruments,All Levels,1.0,en
138336,Piano The Hard Way -  Fast Way To Life Long Piano Enjoyment,Piano The Hard Way -  Fast Way To Life Long Piano Enjoyment,Musical Instruments,Beginner Level,1.0,en
333046,The Ultimate Method for Learning Modern Piano & Keyboards,The Ultimate Method for Learning Modern Piano & Keyboards,Musical Instruments,All Levels,2.5,en
459207,Master the Bassoon - Intermediate Instruction Made Simple!,Master the Bassoon - Intermediate Instruction Made Simple!,Musical Instruments,All Levels,7.5,en
814474,Oboe Pro Series - You're going to love practicing the Oboe,Oboe Pro Series - You're going to love practicing the Oboe,Musical Instruments,All Levels,7.0,en
1104496,Instant Harmonica - play this classic GAME OF THRONES theme!,Instant Harmonica - play this classic GAME OF THRONES theme!,Musical Instruments,Beginner Level,1.0,en
188064,"Trumpet Solos: Learn how to Perform Three Fun, Unique Pieces","Trumpet Solos: Learn how to Perform Three Fun, Unique Pieces",Musical Instruments,Intermediate Level,2.5,en
578750,Learn 4 Vital things that will make your DRUM PLAYING EASIER,Learn 4 Vital things that will make your DRUM PLAYING EASIER,Musical Instruments,All Levels,0.6166666666666667,en
184088,Sax Solos: Learn how to Perform Three Fun and Unique Pieces!,Sax Solos: Learn how to Perform Three Fun and Unique Pieces!,Musical Instruments,Intermediate Level,1.0,en
1198302,Traditional-Style Electric Blues Guitar For Beginners,Traditional-Style Electric Blues Guitar For Beginners,Musical Instruments,Beginner Level,3.0,en
208126,Aprende a tocar los mejores solos en la guitarra eléctrica,Aprende a tocar los mejores solos en la guitarra eléctrica,Musical Instruments,All Levels,2.0,en
34332,Aprende a tocar la guitarra,Aprende a tocar la guitarra,Musical Instruments,All Levels,1.5,en
204014,Aprende a tocar el piano desde cero,Aprende a tocar el piano desde cero,Musical Instruments,All Levels,4.0,en
219844,Aprende a tocar el clarinete.  ,Aprende a tocar el clarinete.  ,Musical Instruments,All Levels,3.0,en
212506,Ahora aprende a tocar jazz en el piano,Ahora aprende a tocar jazz en el piano,Musical Instruments,All Levels,1.5,en
687742,こどもギターレッスン　リトルギタリストⅡ,こどもギターレッスン　リトルギタリストⅡ,Musical Instruments,Beginner Level,3.5,en
219878,Aprende a tocar el contrabajo sin complicaciones,Aprende a tocar el contrabajo sin complicaciones,Musical Instruments,All Levels,3.0,en
207304,Aprende a tocar la guitarra eléctrica,Aprende a tocar la guitarra eléctrica,Musical Instruments,All Levels,5.5,en
195196,Aprende a improvisar en la guitarra eléctrica,Aprende a improvisar en la guitarra eléctrica,Musical Instruments,All Levels,3.0,en
834422,Curso de Teclado,Curso de Teclado,Musical Instruments,Beginner Level,1.5,en
724436,Guitarra Acústica en Siete Días,Guitarra Acústica en Siete Días,Musical Instruments,Beginner Level,2.5,en
448250,improvisación de Guitarra,improvisación de Guitarra,Musical Instruments,All Levels,1.0,en
796188,Step by Step Classical Guitar Course,Step by Step Classical Guitar Course,Musical Instruments,Beginner Level,4.5,en
773174,Piano With Willie Building Technique with Scales Vol. 4,Piano With Willie Building Technique with Scales Vol. 4,Musical Instruments,All Levels,1.5,en
450246,Back In Black the AC/DC Classic Rock Track,Back In Black the AC/DC Classic Rock Track,Musical Instruments,Intermediate Level,2.0,en
201472,Keyboard Basics,Keyboard Basics,Musical Instruments,All Levels,2.0,en
452514,Beginner Guitar Lessons,Beginner Guitar Lessons,Musical Instruments,Beginner Level,1.0,en
765056,Guitar Fundamentals for Beginners,Guitar Fundamentals for Beginners,Musical Instruments,Beginner Level,2.0,en
